uid	offset	size	flag	csize	path
1025F3A8	19651614	126983	32	105720	\spr\npcres\man\MA_RW_194_AT02.spr
1027E876	19757334	231521	32	153336	\spr\npcres\woman\FM_BD_130_ST04.spr
10397FD5	19910670	44949	32	37950	\spr\npcres\man\MA_HR_139_HA02.spr
103C1091	19948620	76330	32	65745	\spr\npcres\woman\FM_LH_153_DE02.spr
1051E920	20014365	47968	32	37694	\spr\npcres\man\MA_HR_130_AT06.spr
1082B651	20052059	40656	32	33208	\spr\npcres\man\MA_RW_292_DE02.spr
108B1DCD	20085267	29554	32	19858	\spr\npcres\woman\FM_HR_129_WK01.spr
109104EB	20105125	2668	32	2528	\spr\item\equip\nick\obj-neck121.spr
1097F41D	20107653	243476	32	182400	\spr\npcres\man\MA_BD_131_HM01.spr
10987F72	20290053	70229	32	55811	\spr\npcres\woman\FM_LH_142_AT06.spr
109F0D46	20345864	41725	32	31328	\spr\npcres\man\MA_HR_135_ST05.spr
10A12C5F	20377192	43647	32	38322	\spr\npcres\man\MA_RH_135_IJ04.spr
10A1F92B	20415514	21222	32	15348	\spr\npcres\woman\FM_HD_134_MG03.spr
10A9937D	20430862	70932	32	54606	\spr\npcres\woman\FM_LH_130_WK02.spr
10B38276	20485468	191030	32	159572	\spr\npcres\man\MA_BD_140_AT04.spr
10BA793B	20645040	16852	32	13684	\spr\npcres\woman\FM_RH_129_MG05.spr
10C302FC	20658724	130575	32	108996	\spr\npcres\woman\FM_LW_187_MG05.spr
10C73841	20767720	124724	32	82190	\spr\npcres\woman\FM_RW_189_ST05.spr
10CD7325	20849910	133624	32	106705	\spr\npcres\man\MA_LH_137_JP01.spr
10DBC4E8	20956615	52932	32	37613	\spr\npcres\woman\FM_RH_135_ST06.spr
10DDE401	20994228	41862	32	34997	\spr\npcres\woman\FM_HR_131_MG03.spr
10E9B2A4	21029225	112205	32	91211	\spr\npcres\man\MA_LH_129_MG05.spr
10EB8484	21120436	74882	32	65068	\spr\npcres\man\MA_RH_150_AT03.spr
10F10D4F	21185504	45777	32	34414	\spr\npcres\man\MA_HD_138_ST02.spr
10F87513	21219918	50624	32	41774	\spr\npcres\man\MA_RH_137_HA02.spr
10FA8AF2	21261692	139119	32	112563	\spr\npcres\woman\FM_BD_129_IJ02.spr
10FB8542	21374255	207170	32	165015	\spr\npcres\woman\FM_BD_132_AT02.spr
111ABA7D	21539270	306022	32	259947	\spr\npcres\man\MA_BD_139_DE03.spr
1121FC1B	21799217	46863	32	25308	\spr\npcres\man\MA_RH_140_ST02.spr
11417196	21824525	27979	32	20795	\spr\npcres\man\MA_HD_140_RN04.spr
114B41E8	21845320	76486	32	65578	\spr\npcres\man\MA_LH_129_AT04.spr
116F3CF8	21910898	159503	32	137999	\spr\npcres\woman\FM_RW_187_RD01.spr
119417B2	22048897	103343	32	83814	\spr\npcres\woman\FM_RW_194_RD01.spr
11990D8D	22132711	29351	32	23730	\spr\npcres\woman\FM_LH_134_RN01.spr
119F7FAD	22156441	217318	32	167582	\spr\npcres\man\MA_BD_130_ST03.spr
11B52813	22324023	114998	32	96730	\spr\npcres\man\MA_RW_198_AT03.spr
11B7E6D3	22420753	44834	32	33915	\spr\npcres\woman\FM_LH_142_MG03.spr
11EA92BB	22454668	51292	32	42526	\spr\npcres\woman\FM_RH_130_DE04.spr
11EC0761	22497194	113578	32	94903	\spr\npcres\woman\FM_RW_198_AT03.spr
11EF10A7	22592097	153582	32	126099	\spr\npcres\woman\FM_BD_135_DE01.spr
11F0E8C6	22718196	234228	32	137373	\spr\npcres\man\MA_BD_138_RD01.spr
11F1184A	22855569	183073	32	129958	\spr\npcres\man\MA_RW_188_ST02.spr
12003E21	22985527	50141	32	42056	\spr\npcres\woman\FM_HR_131_MG04.spr
120607CB	23027583	248631	32	214332	\spr\npcres\man\MA_BD_131_DE01.spr
1207873C	23241915	208231	32	170059	\spr\npcres\man\MA_RW_189_HM01.spr
120F33C1	23411974	33632	32	25833	\spr\npcres\man\MA_HD_138_ST03.spr
121533B8	23437807	38967	32	30091	\spr\npcres\man\MA_HR_135_ST06.spr
12181152	23467898	72491	32	58979	\spr\npcres\woman\FM_LH_135_AT01.spr
1228A9CA	23526877	86656	32	73366	\spr\npcres\man\MA_LH_132_MG01.spr
122DC412	23600243	105376	32	82227	\spr\npcres\woman\FM_BD_129_IJ03.spr
122EDF62	23682470	208223	32	170898	\spr\npcres\woman\FM_BD_132_AT03.spr
123E57ED	23853368	29627	32	20124	\spr\npcres\woman\FM_HR_129_WK02.spr
123FD2D1	23873492	49579	32	43896	\spr\npcres\man\MA_RH_135_IJ05.spr
12618B06	23917388	70104	32	59454	\spr\npcres\man\MA_RH_150_AT04.spr
1290A0FF	23976842	309563	32	266012	\spr\npcres\man\MA_BD_139_DE04.spr
12A8464D	24242854	85368	32	73934	\spr\npcres\man\MA_RW_291_HA01.spr
12BFE29D	24316788	25908	32	19490	\spr\npcres\man\MA_RH_140_ST03.spr
12C1746A	24336278	70509	32	60191	\spr\npcres\man\MA_LH_129_AT05.spr
12CC47AD	24396469	29827	32	24112	\spr\npcres\woman\FM_LH_134_RN02.spr
12F035E2	24420581	108779	32	76147	\spr\npcres\man\MA_RW_291_RD01.spr
12FA30F3	24496728	53506	32	41843	\spr\npcres\woman\FM_LH_142_MG04.spr
1311AAC7	24538571	167853	32	140476	\spr\npcres\woman\FM_BD_135_DE02.spr
1315622F	24679047	217524	32	158191	\spr\npcres\man\MA_BD_130_ST04.spr
1344D63A	24837238	95199	32	78603	\spr\npcres\man\MA_RW_194_MG03.spr
134BF0C2	24915841	190509	32	159818	\spr\npcres\man\MA_BD_130_HR01.spr
137B42C8	25075659	15726	32	8947	\spr\npcres\woman\FM_RH_143_ST03.spr
13A0B9BE	25084606	117756	32	100922	\spr\npcres\woman\FM_RW_190_HA01.spr
13D2F8F8	25185528	250579	32	202599	\spr\npcres\man\MA_BD_140_MG05.spr
13E906A9	25388127	201932	32	172566	\spr\npcres\woman\FM_BD_153_HD01.spr
13EBC625	25560693	192467	32	161168	\spr\npcres\man\MA_BD_129_RN04.spr
13EEE43C	25721861	140907	32	111682	\spr\npcres\man\MA_BD_132_IJ02.spr
13F22869	25833543	33399	32	26324	\spr\npcres\woman\FM_RH_140_WK03.spr
13F9E8B0	25859867	45614	32	36445	\spr\npcres\man\MA_HD_138_WK01.spr
1401492B	25896312	260305	32	127937	\spr\npcres\man\MA_BD_130_ST02.spr
140CACB3	26024249	58044	32	44394	\spr\npcres\woman\FM_LH_142_MG02.spr
1418525C	26068643	92193	32	70811	\spr\npcres\man\MA_RH_132_HW01.spr
141C4655	26139454	57047	32	38575	\spr\npcres\woman\FM_RH_133_RD01.spr
142494CF	26178029	27724	32	22096	\spr\npcres\woman\FM_RH_131_JP01.spr
143D5B76	26200125	89028	32	76833	\spr\npcres\man\MA_LH_129_AT03.spr
143F2591	26276958	138259	32	114595	\spr\npcres\man\MA_RW_198_AT02.spr
145F93B2	26391553	17768	32	12569	\spr\npcres\woman\FM_HD_132_ST06.spr
147B15C8	26404122	180676	32	148510	\spr\npcres\man\MA_RW_188_ST01.spr
148DFE88	26552632	22905	32	14935	\spr\npcres\woman\FM_RH_143_ST01.spr
149DB556	26567567	54049	32	42625	\spr\npcres\man\MA_HR_139_WK04.spr
14A0589B	26610192	55584	32	45952	\spr\npcres\woman\FM_RH_130_DE03.spr
14B9CD41	26656144	106327	32	84171	\spr\npcres\woman\FM_RW_198_AT02.spr
14BAA8FC	26740315	73937	32	61037	\spr\npcres\man\MA_RW_291_HR01.spr
14C72D21	26801352	190333	32	160629	\spr\npcres\man\MA_BD_129_RN02.spr
14CECF04	26961981	186449	32	150929	\spr\npcres\man\MA_BD_140_MG03.spr
14EC21D8	27112910	47365	32	37239	\spr\npcres\man\MA_HR_130_MG05.spr
14F4EE38	27150149	130365	32	108489	\spr\npcres\woman\FM_RW_191_DE02.spr
15054429	27258638	36846	32	28602	\spr\npcres\woman\FM_RH_140_WK01.spr
150A8FAC	27287240	36006	32	28142	\spr\npcres\woman\FM_HR_134_HM01.spr
15143E74	27315382	27601	32	21981	\spr\npcres\woman\FM_RH_129_AT06.spr
1518CAF4	27337363	35066	32	28683	\spr\npcres\woman\FM_HD_135_HD01.spr
15357E9C	27366046	64155	32	54002	\spr\npcres\woman\FM_LH_134_AT08.spr
154A0436	27420048	143103	32	94391	\spr\npcres\woman\FM_BD_130_ST02.spr
154A4DA5	27514439	78138	32	67914	\spr\npcres\woman\FM_RW_291_WK06.spr
154BE582	27582353	14374	32	10475	\spr\npcres\woman\FM_HD_140_ST02.spr
154DFC2C	27592828	34880	32	28461	\spr\npcres\man\MA_HR_130_AT04.spr
154F8414	27621289	54599	32	46508	\spr\npcres\woman\FM_HR_131_AT04.spr
15576ADB	27667797	159960	32	141004	\spr\npcres\woman\FM_LW_200_HD01.spr
15594179	27808801	204991	32	150484	\spr\npcres\woman\FM_BD_133_HW01.spr
155AD225	27959285	28845	32	22528	\spr\npcres\woman\FM_HD_143_HW01.spr
155DF5E4	27981813	59404	32	48024	\spr\npcres\man\MA_RH_137_WK04.spr
1566CE12	28029837	60986	32	52455	\spr\npcres\man\MA_RH_150_MG02.spr
156EFE66	28082292	16740	32	10423	\spr\npcres\woman\FM_LH_140_ST06.spr
15715A22	28092715	45961	32	37474	\spr\npcres\woman\FM_LH_133_ZZ01.spr
15789156	28130189	25554	32	21550	\spr\npcres\man\MA_HD_150_DE02.spr
15797605	28151739	73033	32	59705	\spr\npcres\man\MA_RH_139_RN01.spr
1579ADEA	28211444	48402	32	41909	\spr\npcres\man\MA_LH_131_DE03.spr
15865BFB	28253353	51192	32	39811	\spr\npcres\man\MA_RW_292_HM01.spr
158B1042	28293164	40396	32	30848	\spr\npcres\man\MA_HR_135_ST03.spr
159312E5	28324012	44196	32	34922	\spr\npcres\woman\FM_HR_140_HW01.spr
159D335B	28358934	32183	32	27169	\spr\npcres\man\MA_RH_135_IJ02.spr
15AFE972	28386103	250950	32	198721	\spr\npcres\man\MA_BD_140_AT02.spr
15BD220F	28584824	193552	32	173854	\spr\npcres\woman\FM_LW_187_AT06.spr
15C599A0	28758678	77910	32	66002	\spr\npcres\man\MA_LH_129_MG03.spr
15C73A99	28824680	133312	32	95087	\spr\npcres\man\MA_LH_130_RD01.spr
15C7EB80	28919767	98720	32	85127	\spr\npcres\man\MA_RH_150_AT01.spr
15CC95FB	29004894	17642	32	12418	\spr\npcres\woman\FM_RH_129_MG03.spr
15DB48D5	29017312	26688	32	22811	\spr\npcres\woman\FM_HD_132_HM01.spr
15EA02F0	29040123	45023	32	35020	\spr\npcres\woman\FM_HD_153_RN07.spr
15EDC7F9	29075143	23028	32	18888	\spr\npcres\woman\FM_LH_134_MG05.spr
15EF8EA9	29094031	49159	32	40738	\spr\npcres\woman\FM_RW_292_HD01.spr
15FE04B4	29134769	91400	32	74783	\spr\npcres\man\MA_LH_130_HA01.spr
1608D958	29209552	48516	32	41125	\spr\npcres\man\MA_HD_130_JP01.spr
161D609A	29250677	61527	32	51292	\spr\npcres\man\MA_RH_150_RN07.spr
163008A8	29301969	18736	32	12424	\spr\npcres\woman\FM_RH_143_ST02.spr
1644F586	29314393	205879	32	159001	\spr\npcres\man\MA_BD_140_MG04.spr
164F9E49	29473394	37036	32	28609	\spr\npcres\woman\FM_RH_140_WK02.spr
1650F1BA	29502003	156696	32	130023	\spr\npcres\man\MA_BD_132_IJ01.spr
165DD3A3	29632026	191027	32	162301	\spr\npcres\man\MA_BD_129_RN03.spr
165F4B94	29794327	21110	32	17086	\spr\npcres\woman\FM_RH_129_AT07.spr
1674FE61	29811413	208795	32	128431	\spr\npcres\woman\FM_BD_153_RD01.spr
167F88BC	29939844	54414	32	46503	\spr\npcres\woman\FM_LH_134_AT09.spr
1689C771	29986347	73042	32	62271	\spr\npcres\woman\FM_LH_153_DE01.spr
16A34953	30048618	39551	32	33367	\spr\npcres\man\MA_HR_139_HA01.spr
16C66A7C	30081985	59360	32	45398	\spr\npcres\woman\FM_RH_132_IJ01.spr
16DBE2AE	30127383	36216	32	29318	\spr\npcres\man\MA_HR_130_AT05.spr
16E07C2F	30156701	148254	32	129570	\spr\npcres\woman\FM_LW_187_AT07.spr
16EE9046	30286271	43457	32	31627	\spr\npcres\woman\FM_LH_133_ST01.spr
16F0506C	30317898	56863	32	49009	\spr\npcres\man\MA_LH_131_DE04.spr
16F2DE34	30366907	48802	32	42207	\spr\npcres\woman\FM_HR_131_AT05.spr
16F687C8	30409114	34999	32	29460	\spr\npcres\man\MA_HD_150_DE03.spr
16F77C87	30438574	76409	32	61417	\spr\npcres\man\MA_RH_139_RN02.spr
16FCF494	30499991	73711	32	61597	\spr\npcres\man\MA_RH_150_MG03.spr
16FD5E56	30561588	138440	32	83279	\spr\npcres\woman\FM_BD_130_ST03.spr
16FE3FA2	30644867	14611	32	9105	\spr\npcres\woman\FM_HD_140_ST03.spr
170106C4	30653972	38571	32	29773	\spr\npcres\man\MA_HR_135_ST04.spr
17101119	30683745	49670	32	42169	\spr\npcres\woman\FM_LH_134_MG06.spr
17259FF4	30725914	218061	32	180514	\spr\npcres\man\MA_BD_140_AT03.spr
172B39DD	30906428	27281	32	23673	\spr\npcres\man\MA_RH_135_IJ03.spr
17538C22	30930101	76888	32	65589	\spr\npcres\man\MA_LH_129_MG04.spr
17552552	30995690	52759	32	41607	\spr\npcres\woman\FM_LH_142_AT05.spr
175B0231	31037297	123484	32	108151	\spr\npcres\woman\FM_LW_187_HR01.spr
175D38AD	31145448	101233	32	84331	\spr\npcres\man\MA_RW_198_MG03.spr
175D9E02	31229779	85727	32	74426	\spr\npcres\man\MA_RH_150_AT02.spr
17624E91	31304205	41477	32	35219	\spr\npcres\man\MA_RH_137_HA01.spr
1767595D	31339424	72050	32	55192	\spr\npcres\woman\FM_LH_130_WK01.spr
17740B36	31394616	117722	32	94153	\spr\npcres\man\MA_LH_130_HA02.spr
17772F1B	31488769	21533	32	16538	\spr\npcres\woman\FM_RH_129_MG04.spr
177B06CD	31505307	45460	32	29358	\spr\npcres\man\MA_HD_138_ST01.spr
177EAF0B	31534665	25513	32	19910	\spr\npcres\woman\FM_HD_134_MG02.spr
178CB7FB	31554575	220460	32	188817	\spr\npcres\man\MA_BD_139_DE02.spr
17908AC8	31743392	55726	32	42271	\spr\npcres\woman\FM_RH_135_ST05.spr
17A29765	31785663	43439	32	37514	\spr\npcres\man\MA_HR_129_DE04.spr
17A78D8D	31823177	31473	32	25595	\spr\npcres\man\MA_HR_135_HR01.spr
17AAAAE1	31848772	49367	32	41997	\spr\npcres\woman\FM_HR_131_MG02.spr
17ABC999	31890769	47237	32	26563	\spr\npcres\man\MA_RH_140_ST01.spr
17B070D2	31917332	143316	32	108997	\spr\npcres\woman\FM_BD_129_IJ01.spr
17B14B22	32026329	199828	32	162478	\spr\npcres\woman\FM_BD_132_AT01.spr
17CB4B14	32188807	27532	32	20994	\spr\npcres\man\MA_HD_140_RN03.spr
17E5D075	32209801	101069	32	56375	\spr\npcres\woman\FM_RW_196_ST04.spr
1800A862	32266176	17798	32	13795	\spr\npcres\woman\FM_HD_140_ST01.spr
18054AF4	32279971	52491	32	44716	\spr\npcres\woman\FM_HR_131_AT03.spr
18070CD9	32324687	32961	32	29136	\spr\npcres\man\MA_RH_135_IJ01.spr
1807CA16	32353823	178250	32	127875	\spr\npcres\woman\FM_BD_130_ST01.spr
1811E2F0	32481698	278237	32	226007	\spr\npcres\man\MA_BD_140_AT01.spr
1837C9AA	32707705	43542	32	34394	\spr\npcres\man\MA_HR_130_AT03.spr
183BA446	32742099	16214	32	12357	\spr\npcres\woman\FM_LH_140_ST05.spr
184F932E	32754456	74864	32	63181	\spr\npcres\man\MA_LH_129_MG02.spr
187D6DC0	32817637	52444	32	40493	\spr\npcres\man\MA_HR_135_ST02.spr
189A5BDB	32858130	22962	32	17429	\spr\npcres\woman\FM_RH_129_MG02.spr
189EFA61	32875559	29319	32	25188	\spr\npcres\man\MA_HR_129_DE02.spr
18A0C5C5	32900747	30701	32	26073	\spr\npcres\man\MA_HD_131_HD01.spr
18AAA2D5	32926820	46325	32	38996	\spr\npcres\man\MA_LH_140_AT06.spr
18BA8DD9	32965816	27098	32	22419	\spr\npcres\woman\FM_LH_134_MG04.spr
18BC55BC	32988235	32318	32	26519	\spr\npcres\man\MA_RH_128_IJ04.spr
18C8A49F	33014754	37567	32	31165	\spr\npcres\woman\FM_HR_130_RN04.spr
18E1C4BC	33045919	96062	32	70742	\spr\npcres\man\MA_LH_130_ST05.spr
18EC003E	33116661	26289	32	19844	\spr\npcres\woman\FM_RH_131_RN03.spr
18F85112	33136505	58355	32	46599	\spr\npcres\woman\FM_LH_142_AT03.spr
19084C35	33183104	73127	32	60363	\spr\npcres\woman\FM_RW_196_ST02.spr
191EA018	33243467	102801	32	83563	\spr\npcres\woman\FM_RW_199_HW01.spr
19271AE1	33327030	131444	32	104881	\spr\npcres\woman\FM_RW_189_ST02.spr
19275E10	33431911	27953	32	21039	\spr\npcres\man\MA_HD_140_RN01.spr
1928AE72	33452950	113320	32	94464	\spr\npcres\man\MA_LH_129_AT01.spr
193B2688	33547414	56119	32	37535	\spr\npcres\woman\FM_RH_135_ST03.spr
19419A48	33584949	27328	32	22412	\spr\npcres\woman\FM_RH_142_HI01.spr
1961F2D2	33607361	86325	32	74336	\spr\npcres\man\MA_HR_138_AT06.spr
19817F9C	33681697	85465	32	69018	\spr\npcres\woman\FM_RW_193_WK02.spr
19899852	33750715	53939	32	42411	\spr\npcres\man\MA_HR_139_WK02.spr
19A39297	33793126	26162	32	21049	\spr\npcres\woman\FM_LH_141_RN04.spr
19AD2209	33814175	68603	32	54613	\spr\npcres\man\MA_HR_128_ST05.spr
19ADE1DC	33868788	109725	32	94502	\spr\npcres\man\MA_RW_192_HA02.spr
19B3EFAF	33963290	86756	32	66290	\spr\npcres\woman\FM_RH_132_WK03.spr
19B41389	34029580	45189	32	36392	\spr\npcres\man\MA_LH_132_IJ03.spr
19CAF55B	34065972	73176	32	57845	\spr\npcres\woman\FM_RH_130_DE01.spr
19D834E4	34123817	35884	32	28523	\spr\npcres\man\MA_HR_130_MG03.spr
19E20C72	34152340	26251	32	19259	\spr\npcres\woman\FM_HD_132_ST04.spr
19F1EA87	34171599	139206	32	115997	\spr\npcres\woman\FM_BD_142_DE04.spr
19F34124	34287596	66634	32	55685	\spr\npcres\man\MA_RH_150_RN04.spr
1A0F1683	34343281	45684	32	35893	\spr\npcres\man\MA_LH_137_HI01.spr
1A14E0E3	34379174	39635	32	34107	\spr\npcres\man\MA_HR_129_DE03.spr
1A175A5E	34413281	23846	32	18770	\spr\npcres\woman\FM_RH_131_RN04.spr
1A20A957	34432051	36043	32	30279	\spr\npcres\man\MA_LH_140_AT07.spr
1A22EB32	34462330	57492	32	45773	\spr\npcres\woman\FM_LH_142_AT04.spr
1A3415EB	34508103	25478	32	20623	\spr\npcres\woman\FM_HD_134_MG01.spr
1A586BFB	34528726	219069	32	164028	\spr\npcres\man\MA_BD_137_HW01.spr
1A6010C1	34692754	48912	32	41989	\spr\npcres\woman\FM_HR_131_MG01.spr
1A6E70A8	34734743	82216	32	58557	\spr\npcres\woman\FM_RH_135_ST04.spr
1A768179	34793300	233189	32	197475	\spr\npcres\man\MA_BD_139_DE01.spr
1A7FCB3E	34990775	101250	32	74092	\spr\npcres\man\MA_LH_130_ST06.spr
1A8318F6	35064867	85442	32	67205	\spr\npcres\man\MA_HR_128_RD01.spr
1A8B42A9	35132072	260359	32	127536	\spr\npcres\man\MA_BD_130_ST01.spr
1A8F5E02	35259608	169121	32	140364	\spr\npcres\woman\FM_RW_186_WK03.spr
1AA754F4	35399972	100453	32	85729	\spr\npcres\man\MA_LH_129_AT02.spr
1ABD4492	35485701	27978	32	20958	\spr\npcres\man\MA_HD_140_RN02.spr
1AC2060B	35506659	69231	32	58448	\spr\npcres\man\MA_LH_132_IJ04.spr
1AD29756	35565107	65995	32	51212	\spr\npcres\woman\FM_HR_132_RD01.spr
1ADA1293	35616319	58610	32	45457	\spr\npcres\woman\FM_LH_142_MG01.spr
1ADEE0E6	35661776	44459	32	37771	\spr\npcres\woman\FM_HR_130_JP01.spr
1AE639CF	35699547	87986	32	67455	\spr\npcres\woman\FM_RH_132_WK04.spr
1AE6481B	35767002	22907	32	18878	\spr\npcres\man\MA_HR_150_ZZ01.spr
1AFFF954	35785880	59864	32	52477	\spr\npcres\man\MA_HR_138_AT07.spr
1B078ED4	35838357	54523	32	42848	\spr\npcres\man\MA_HR_139_WK03.spr
1B155992	35881205	18049	32	14327	\spr\npcres\woman\FM_HD_132_ST05.spr
1B17A6FA	35895532	25647	32	19060	\spr\npcres\woman\FM_RH_143_ZZ01.spr
1B3B288B	35914592	68507	32	54585	\spr\npcres\man\MA_HR_128_ST06.spr
1B4926AF	35969177	188846	32	159001	\spr\npcres\man\MA_BD_129_RN01.spr
1B4AFCC6	36128178	15050	32	13240	\spr\npcres\man\MA_HD_130_HI01.spr
1B517AC5	36141418	209631	32	168024	\spr\npcres\woman\FM_BD_129_WK04.spr
1B563B66	36309442	39735	32	30871	\spr\npcres\man\MA_HR_130_MG04.spr
1B58AA37	36340313	102727	32	86535	\spr\npcres\man\MA_RW_190_RN02.spr
1B657F82	36426848	96201	32	79157	\spr\npcres\man\MA_LH_138_HD01.spr
1B7D0F7B	36506005	80234	32	64371	\spr\npcres\woman\FM_RH_130_DE02.spr
1B82257C	36570376	28472	32	23606	\spr\npcres\woman\FM_LH_134_AT07.spr
1B9061CF	36593982	39972	32	31591	\spr\npcres\woman\FM_HD_130_RD01.spr
1B90AF46	36625573	38371	32	31991	\spr\npcres\woman\FM_LH_132_HI01.spr
1BB0D882	36657564	188584	32	145316	\spr\npcres\man\MA_BD_140_MG02.spr
1BB1C22E	36802880	31401	32	25513	\spr\npcres\woman\FM_LH_141_JP01.spr
1BBAEF26	36828393	30536	32	26069	\spr\npcres\woman\FM_HR_153_HA02.spr
1BBB1AFA	36854462	167727	32	137657	\spr\npcres\man\MA_BD_138_HR01.spr
1BC7CF62	36992119	55300	32	43639	\spr\npcres\man\MA_RH_137_WK03.spr
1BE1E454	37035758	21303	32	16072	\spr\npcres\woman\FM_RH_129_AT05.spr
1BE2EAD4	37051830	28426	32	23879	\spr\npcres\man\MA_HD_150_DE01.spr
1BE3A768	37075709	38501	32	33184	\spr\npcres\man\MA_LH_131_DE02.spr
1BE8DB90	37108893	86217	32	74816	\spr\npcres\man\MA_RH_150_MG01.spr
1BFC2059	37183709	118980	32	97537	\spr\npcres\woman\FM_LW_184_HA02.spr
1C07966E	37281246	35609	32	29990	\spr\npcres\man\MA_HR_150_HA02.spr
1C09558F	37311236	90886	32	68987	\spr\npcres\woman\FM_RH_132_WK02.spr
1C173F97	37380223	68171	32	53573	\spr\npcres\man\MA_HR_128_ST04.spr
1C17FB5A	37433796	101863	32	87506	\spr\npcres\man\MA_RW_192_HA01.spr
1C3E6D17	37521302	52729	32	43012	\spr\npcres\man\MA_LH_132_IJ02.spr
1C420E62	37564314	35765	32	27864	\spr\npcres\man\MA_HR_130_MG02.spr
1C4F5167	37592178	141639	32	117985	\spr\npcres\woman\FM_BD_142_DE03.spr
1C64C40F	37710163	13881	32	11688	\spr\npcres\woman\FM_HR_141_HI01.spr
1C655AA2	37721851	68596	32	55076	\spr\npcres\man\MA_RH_150_RN03.spr
1C7395D0	37776927	54059	32	42895	\spr\npcres\man\MA_HR_139_WK01.spr
1C7856FF	37819822	112099	32	92205	\spr\npcres\man\MA_RW_192_RD01.spr
1C795977	37912027	27871	32	22377	\spr\npcres\woman\FM_LH_141_RN03.spr
1C9E3D14	37934404	34497	32	29530	\spr\npcres\man\MA_HD_135_HD01.spr
1C9EE566	37963934	28281	32	22427	\spr\npcres\woman\FM_LH_131_HA02.spr
1CA12CAF	37986361	55823	32	46419	\spr\npcres\man\MA_RW_199_HI01.spr
1CB6EB36	38032780	55843	32	45926	\spr\npcres\man\MA_HR_128_HR01.spr
1CBFF252	38078706	17690	32	12186	\spr\npcres\woman\FM_HD_132_ST03.spr
1CC46EE0	38090892	78538	32	64776	\spr\npcres\man\MA_LH_129_RN04.spr
1CE74812	38155668	46080	32	36881	\spr\npcres\man\MA_LH_131_HM01.spr
1CFB9685	38192549	211371	32	171675	\spr\npcres\woman\FM_BD_129_WK02.spr
1D15513C	38364224	28833	32	22601	\spr\npcres\woman\FM_LH_134_AT05.spr
1D23DCB6	38386825	53609	32	43163	\spr\npcres\man\MA_HR_130_AT01.spr
1D244722	38429988	165331	32	137380	\spr\npcres\woman\FM_BD_131_AT07.spr
1D25EC63	38567368	51472	32	40901	\spr\npcres\man\MA_LH_140_MG05.spr
1D33D26E	38608269	59735	32	48364	\spr\npcres\man\MA_RH_137_WK01.spr
1D4ED006	38656633	18322	32	10999	\spr\npcres\woman\FM_LH_140_ST03.spr
1D6910B1	38667632	28103	32	20488	\spr\npcres\woman\FM_HR_129_HD01.spr
1D69C3D2	38688120	88412	32	74924	\spr\npcres\man\MA_LH_139_DE03.spr
1D6E9055	38763044	119287	32	89081	\spr\npcres\woman\FM_RW_184_RN04.spr
1D741014	38852125	24068	32	19054	\spr\npcres\woman\FM_RH_129_AT03.spr
1D8689D1	38871179	34153	32	28746	\spr\npcres\man\MA_LH_140_AT04.spr
1D918185	38899925	33720	32	27656	\spr\npcres\man\MA_HR_129_HM01.spr
1DA7D3C5	38927581	119089	32	104061	\spr\npcres\man\MA_RW_196_HA02.spr
1DAFB8B8	39031642	24995	32	19283	\spr\npcres\man\MA_RH_128_IJ02.spr
1DAFE6B4	39050925	48176	32	41367	\spr\npcres\woman\FM_HR_131_AT01.spr
1DBA02A9	39092292	265804	32	223825	\spr\npcres\man\MA_RW_185_HD01.spr
1DC0100B	39316117	114139	32	77719	\spr\npcres\man\MA_LH_138_RD01.spr
1DCA6490	39393836	23104	32	18028	\spr\npcres\woman\FM_HD_153_RN04.spr
1DCD3999	39411864	27883	32	22144	\spr\npcres\woman\FM_LH_134_MG02.spr
1DD3CE83	39434008	176121	32	134202	\spr\npcres\woman\FM_BD_131_MG04.spr
1DDD2BB8	39568210	102891	32	75297	\spr\npcres\man\MA_LH_130_ST03.spr
1DDEF6A5	39643507	23176	32	18715	\spr\npcres\woman\FM_HD_141_MG04.spr
1DFC3C60	39662222	85447	32	73887	\spr\npcres\man\MA_HR_138_MG05.spr
1DFC6062	39736109	93252	32	72108	\spr\npcres\man\MA_HR_131_JP01.spr
1E2E20A5	39808217	209393	32	167354	\spr\npcres\woman\FM_BD_129_WK03.spr
1E3AD200	39975571	223776	32	191438	\spr\npcres\man\MA_BD_140_MG01.spr
1E499639	40167009	105770	32	86180	\spr\npcres\woman\FM_LW_184_HA01.spr
1E49D8E0	40253189	59050	32	47076	\spr\npcres\man\MA_RH_137_WK02.spr
1E55B0F6	40300265	42760	32	35533	\spr\npcres\man\MA_LH_131_DE01.spr
1E5FEB5C	40335798	36835	32	31143	\spr\npcres\woman\FM_LH_134_AT06.spr
1E705506	40366941	26499	32	22809	\spr\npcres\woman\FM_HR_153_HA01.spr
1E7C5D90	40389750	26514	32	21725	\spr\npcres\man\MA_HD_150_HM01.spr
1EA980A2	40411475	174030	32	141629	\spr\npcres\woman\FM_BD_130_ZZ01.spr
1EAB124E	40553104	21763	32	17709	\spr\npcres\woman\FM_HD_140_ZZ01.spr
1EB9C328	40570813	47987	32	38282	\spr\npcres\man\MA_HR_130_AT02.spr
1EBEAA34	40609095	25105	32	19378	\spr\npcres\woman\FM_RH_129_AT04.spr
1ED230D4	40628473	52006	32	43939	\spr\npcres\woman\FM_HR_131_AT02.spr
